center_x,center_y,bbox_x,bbox_y,bbox_w,bbox_h,bbox_rotation,angle_deg,image,bbox_rot
345.65301513671875,158.9219970703125,317.97900390625,136.07699584960938,55.34700012207031,45.689998626708984,,148.191,4ba3108b-color_aug_2.png,0.0
403.84698486328125,94.35399627685547,386.31201171875,70.52100372314453,35.069000244140625,47.66699981689453,,79.9586,4ba3108b-color_aug_3.png,0.0
461.8089904785156,97.34200286865234,444.3429870605469,73.54199981689453,34.93299865722656,47.60200119018555,,257.7589,4ba3108b-color_aug_3.png,0.0
460.0690002441406,167.031005859375,437.6319885253906,151.0919952392578,44.874000549316406,31.87700080871582,,6.523,4ba3108b-color_aug_3.png,0.0
343.2149963378906,159.21200561523438,316.6700134277344,136.4550018310547,53.090999603271484,45.51499938964844,,149.8178,4ba3108b-color_aug_3.png,0.0
404.2950134277344,91.37699890136719,387.614990234375,68.52300262451172,33.35900115966797,45.707000732421875,,80.8,4ba3108b-color_aug_4.png,0.0
460.6570129394531,93.26899719238281,443.97698974609375,70.41500091552734,33.35900115966797,45.707000732421875,,258.5,4ba3108b-color_aug_4.png,0.0
457.9679870605469,161.1820068359375,436.30999755859375,145.99600219726562,43.31700134277344,30.371999740600586,,5.6,4ba3108b-color_aug_4.png,0.0
344.3970031738281,155.45599365234375,319.0039978027344,133.7480010986328,50.7859992980957,43.41699981689453,,149.3,4ba3108b-color_aug_4.png,0.0
395.6289978027344,106.65499877929688,380.66400146484375,86.1500015258789,29.93000030517578,41.00899887084961,,80.8,4ba3108b-color_aug_5.png,0.0
446.197998046875,108.35199737548828,431.2330017089844,87.8479995727539,29.93000030517578,41.00899887084961,,258.5,4ba3108b-color_aug_5.png,0.0
443.7860107421875,169.28399658203125,424.3529968261719,155.66000366210938,38.86399841308594,27.25,,5.6,4ba3108b-color_aug_5.png,0.0
341.8890075683594,164.14700317382812,319.10699462890625,144.6699981689453,45.564998626708984,38.95399856567383,,149.3,4ba3108b-color_aug_5.png,0.0
335.22100830078125,192.8209991455078,310.5530090332031,173.83200073242188,49.334999084472656,37.979000091552734,,159.7899,cc926018-color_aug_1.png,0.0
441.8429870605469,189.16900634765625,416.3970031738281,169.36300659179688,50.88999938964844,39.61199951171875,,336.5899,cc926018-color_aug_1.png,0.0
437.5580139160156,98.51699829101562,420.19500732421875,76.875,34.72700119018555,43.284000396728516,,255.2899,cc926018-color_aug_1.png,0.0
331.81298828125,103.7760009765625,305.3210144042969,78.50599670410156,52.983001708984375,50.53799819946289,,120.8899,cc926018-color_aug_1.png,0.0
321.9110107421875,179.01600646972656,297.24200439453125,159.8699951171875,49.3390007019043,38.29199981689453,,165.374,cc926018-color_aug_2.png,0.0
435.1440124511719,186.38999938964844,409.08599853515625,166.25,52.117000579833984,40.27899932861328,,342.4046,cc926018-color_aug_2.png,0.0
444.2300109863281,81.91899871826172,426.8919982910156,58.154998779296875,34.676998138427734,47.527000427246094,,263.0113,cc926018-color_aug_2.png,0.0
330.49798583984375,77.17900085449219,304.1419982910156,50.275001525878906,52.71099853515625,53.810001373291016,,126.5928,cc926018-color_aug_2.png,0.0
367.6000061035156,216.64999389648438,343.0,197.60000610351562,49.20000076293945,38.099998474121094,,165.6,cc926018-color_aug_3.png,0.0
481.54998779296875,224.10000610351562,456.20001220703125,204.1999969482422,50.70000076293945,39.79999923706055,,342.4,cc926018-color_aug_3.png,0.0
487.3500061035156,121.80000305175781,471.0,98.9000015258789,32.70000076293945,45.79999923706055,,261.1,cc926018-color_aug_3.png,0.0
374.1499938964844,116.25,348.29998779296875,90.19999694824219,51.70000076293945,52.099998474121094,,126.7,cc926018-color_aug_3.png,0.0
335.7950134277344,178.57000732421875,309.6650085449219,158.47500610351562,52.26100158691406,40.18899917602539,,165.8493,cc926018-color_aug_4.png,0.0
452.7380065917969,187.86599731445312,425.4880065917969,166.77499389648438,54.500999450683594,42.180999755859375,,342.5317,cc926018-color_aug_4.png,0.0
452.364990234375,81.7229995727539,434.2380065917969,57.875999450683594,36.25400161743164,47.694000244140625,,257.9221,cc926018-color_aug_4.png,0.0
336.7650146484375,74.88999938964844,309.0639953613281,47.81399917602539,55.4010009765625,54.152000427246094,,124.3784,cc926018-color_aug_4.png,0.0
311.6000061035156,159.64999389648438,287.0,140.60000610351562,49.20000076293945,38.099998474121094,,165.6,cc926018-color_aug_5.png,0.0
425.54998779296875,167.10000610351562,400.20001220703125,147.1999969482422,50.70000076293945,39.79999923706055,,342.4,cc926018-color_aug_5.png,0.0
431.3500061035156,64.80000305175781,415.0,41.900001525878906,32.70000076293945,45.79999923706055,,261.1,cc926018-color_aug_5.png,0.0
318.1499938964844,59.25,292.29998779296875,33.20000076293945,51.70000076293945,52.099998474121094,,126.7,cc926018-color_aug_5.png,0.0
395.0220031738281,150.4759979248047,367.2409973144531,127.14800262451172,55.5629997253418,46.654998779296875,,154.2143,043033e6-color_aug_1.png,0.0
358.84100341796875,211.7689971923828,335.8819885253906,194.60499572753906,45.917999267578125,34.327999114990234,,21.0143,043033e6-color_aug_1.png,0.0
442.1719970703125,246.91000366210938,421.4410095214844,227.70899963378906,41.46200180053711,38.402000427246094,,109.0143,043033e6-color_aug_1.png,0.0
479.0350036621094,184.71499633789062,450.45098876953125,161.46800231933594,57.167999267578125,46.494998931884766,,60.0143,043033e6-color_aug_1.png,0.0
368.9339904785156,158.4550018310547,341.1549987792969,135.1280059814453,55.560001373291016,46.65299987792969,,154.2048,043033e6-color_aug_2.png,0.0
332.7650146484375,219.7530059814453,309.8070068359375,202.58999633789062,45.91600036621094,34.32500076293945,,21.0048,043033e6-color_aug_2.png,0.0
416.1029968261719,254.8820037841797,395.3739929199219,235.6820068359375,41.45899963378906,38.400001525878906,,109.0048,043033e6-color_aug_2.png,0.0
452.9530029296875,192.6820068359375,424.3710021972656,169.43600463867188,57.165000915527344,46.492000579833984,,60.0048,043033e6-color_aug_2.png,0.0
350.0369873046875,71.48400115966797,322.885986328125,43.744998931884766,54.30099868774414,55.47700119018555,,129.4,043033e6-color_aug_3.png,0.0
347.47100830078125,178.53700256347656,322.885986328125,160.25799560546875,49.17100143432617,36.55699920654297,,356.2,043033e6-color_aug_3.png,0.0
469.3819885253906,182.86599731445312,450.9429931640625,158.2270050048828,36.87799835205078,49.277000427246094,,84.2,043033e6-color_aug_3.png,0.0
472.1619873046875,74.15599822998047,443.46099853515625,47.27299880981445,57.4010009765625,53.766998291015625,,35.2,043033e6-color_aug_3.png,0.0
378.0899963378906,79.93299865722656,356.4230041503906,57.79800033569336,43.33300018310547,44.270999908447266,,129.4,043033e6-color_aug_4.png,0.0
376.0429992675781,165.36199951171875,356.4230041503906,150.7760009765625,39.237998962402344,29.17300033569336,,356.2,043033e6-color_aug_4.png,0.0
473.3280029296875,168.81700134277344,458.614013671875,149.15499877929688,29.429000854492188,39.32400131225586,,84.2,043033e6-color_aug_4.png,0.0
475.5459899902344,82.06600189208984,452.64300537109375,60.612998962402344,45.805999755859375,42.90599822998047,,35.2,043033e6-color_aug_4.png,0.0
384.6839904785156,150.79600524902344,359.1470031738281,128.90899658203125,51.07500076293945,43.77399826049805,,150.9151,043033e6-color_aug_5.png,0.0
354.6669921875,211.17100524902344,333.3500061035156,195.24600219726562,42.632999420166016,31.850000381469727,,17.7151,043033e6-color_aug_5.png,0.0
435.2669982910156,240.99899291992188,416.3900146484375,222.83200073242188,37.75299835205078,36.33399963378906,,105.7151,043033e6-color_aug_5.png,0.0
465.8659973144531,179.72799682617188,439.5150146484375,157.97999572753906,52.70100021362305,43.49599838256836,,56.7151,043033e6-color_aug_5.png,0.0
328.3999938964844,65.5,302.6000061035156,39.900001525878906,51.599998474121094,51.20000076293945,,129.8,0bba039a-color_aug_1.png,0.0
383.95001220703125,100.19999694824219,357.79998779296875,74.80000305175781,52.29999923706055,50.79999923706055,,40.8,0bba039a-color_aug_1.png,0.0
326.20001220703125,165.4499969482422,303.79998779296875,149.89999389648438,44.79999923706055,31.100000381469727,,357.6,0bba039a-color_aug_1.png,0.0
439.95001220703125,168.64999389648438,422.70001220703125,145.39999389648438,34.5,46.5,,84.0,0bba039a-color_aug_1.png,0.0
368.2690124511719,134.27999877929688,340.1629943847656,111.16999816894531,56.21099853515625,46.220001220703125,,156.5477,0bba039a-color_aug_2.png,0.0
395.90899658203125,171.81399536132812,367.62200927734375,148.71800231933594,56.573001861572266,46.19200134277344,,67.5477,0bba039a-color_aug_2.png,0.0
330.0899963378906,193.45199584960938,308.1310119628906,177.38499450683594,43.91600036621094,32.1349983215332,,24.3477,0bba039a-color_aug_2.png,0.0
411.52301025390625,229.68800354003906,390.48699951171875,210.56500244140625,42.073001861572266,38.24700164794922,,110.7477,0bba039a-color_aug_2.png,0.0
339.72900390625,84.76899719238281,315.4469909667969,60.67599868774414,48.5629997253418,48.1870002746582,,129.8,0bba039a-color_aug_3.png,0.0
392.0090026855469,117.427001953125,367.39801025390625,93.52200317382812,49.22200012207031,47.810001373291016,,40.8,0bba039a-color_aug_3.png,0.0
337.6579895019531,178.83700561523438,316.57598876953125,164.20199584960938,42.16400146484375,29.270000457763672,,357.6,0bba039a-color_aug_3.png,0.0
444.7139892578125,181.8489990234375,428.47900390625,159.9669952392578,32.470001220703125,43.76300048828125,,84.0,0bba039a-color_aug_3.png,0.0
341.52801513671875,89.0459976196289,315.4670104980469,63.709999084472656,52.12300109863281,50.672000885009766,,127.528,0bba039a-color_aug_4.png,0.0
396.85400390625,119.97000122070312,370.4599914550781,94.81099700927734,52.78799819946289,50.31800079345703,,38.528,0bba039a-color_aug_4.png,0.0
343.2439880371094,184.24400329589844,320.8739929199219,168.6009979248047,44.73899841308594,31.28700065612793,,355.328,0bba039a-color_aug_4.png,0.0
453.91900634765625,182.9949951171875,436.2569885253906,160.21800231933594,35.323001861572266,45.553001403808594,,81.728,0bba039a-color_aug_4.png,0.0
380.3999938964844,42.5,354.6000061035156,16.899999618530273,51.599998474121094,51.20000076293945,,129.8,0bba039a-color_aug_5.png,0.0
435.95001220703125,77.19999694824219,409.79998779296875,51.79999923706055,52.29999923706055,50.79999923706055,,40.8,0bba039a-color_aug_5.png,0.0
378.20001220703125,142.4499969482422,355.79998779296875,126.9000015258789,44.79999923706055,31.100000381469727,,357.6,0bba039a-color_aug_5.png,0.0
491.95001220703125,145.64999389648438,474.70001220703125,122.4000015258789,34.5,46.5,,84.0,0bba039a-color_aug_5.png,0.0
364.8429870605469,121.83100128173828,344.468994140625,107.01399993896484,40.74700164794922,29.634000778198242,,351.3,7e28f0bc-color_aug_1.png,0.0
417.7170104980469,97.4000015258789,395.62298583984375,74.8219985961914,44.18600082397461,45.15700149536133,,53.9,7e28f0bc-color_aug_1.png,0.0
464.54901123046875,130.73899841308594,441.927001953125,108.68900299072266,45.244998931884766,44.097999572753906,,139.4,7e28f0bc-color_aug_1.png,0.0
394.8739929199219,66.26699829101562,371.98699951171875,43.952999114990234,45.77399826049805,44.62699890136719,,32.8,7e28f0bc-color_aug_1.png,0.0
349.6369934082031,138.01800537109375,327.54998779296875,119.50499725341797,44.17399978637695,37.0260009765625,,348.6309,7e28f0bc-color_aug_2.png,0.0
406.6619873046875,106.87100219726562,382.4949951171875,78.88500213623047,48.33599853515625,55.97200012207031,,57.5164,7e28f0bc-color_aug_2.png,0.0
456.0719909667969,145.8209991455078,431.2590026855469,118.37200164794922,49.62699890136719,54.89799880981445,,135.6247,7e28f0bc-color_aug_2.png,0.0
383.06201171875,70.04199981689453,358.11199951171875,42.404998779296875,49.900001525878906,55.27399826049805,,35.3137,7e28f0bc-color_aug_2.png,0.0
341.38800048828125,146.8459930419922,318.7829895019531,129.96800231933594,45.209999084472656,33.75600051879883,,352.6251,7e28f0bc-color_aug_3.png,0.0
398.4230041503906,121.56500244140625,373.8630065917969,96.28299713134766,49.12099838256836,50.56399917602539,,53.692,7e28f0bc-color_aug_3.png,0.0
450.135986328125,159.3350067138672,424.9360046386719,134.55099487304688,50.4010009765625,49.569000244140625,,139.0369,7e28f0bc-color_aug_3.png,0.0
372.8739929199219,86.99600219726562,347.5450134277344,62.07500076293945,50.65700149536133,49.84299850463867,,33.6097,7e28f0bc-color_aug_3.png,0.0
344.6449890136719,150.27099609375,322.66400146484375,134.28500366210938,43.96099853515625,31.97100067138672,,351.3,7e28f0bc-color_aug_4.png,0.0
401.6889953613281,123.91300201416016,377.8529968261719,99.55400085449219,47.672000885009766,48.71799850463867,,53.9,7e28f0bc-color_aug_4.png,0.0
452.2149963378906,159.88099670410156,427.8080139160156,136.09300231933594,48.81399917602539,47.57699966430664,,139.4,7e28f0bc-color_aug_4.png,0.0
377.04400634765625,90.3239974975586,352.35198974609375,66.2509994506836,49.38399887084961,48.14699935913086,,32.8,7e28f0bc-color_aug_4.png,0.0
303.04400634765625,178.94900512695312,280.0840148925781,161.96099853515625,45.92100143432617,33.974998474121094,,330.8287,7e28f0bc-color_aug_5.png,0.0
341.82501220703125,145.48599243164062,314.7720031738281,122.13200378417969,54.10599899291992,46.70800018310547,,33.4287,7e28f0bc-color_aug_5.png,0.0
394.364990234375,157.4980010986328,367.0190124511719,134.39500427246094,54.694000244140625,46.20500183105469,,118.9287,7e28f0bc-color_aug_5.png,0.0
311.2770080566406,128.36000061035156,283.6080017089844,104.98200225830078,55.3380012512207,46.75600051879883,,12.3287,7e28f0bc-color_aug_5.png,0.0
345.2550048828125,138.447998046875,319.18701171875,119.93599700927734,52.13600158691406,37.025001525878906,,352.6,a9e60257-color_aug_1.png,0.0
409.31298828125,108.21900177001953,384.20001220703125,91.47200012207031,50.22600173950195,33.49599838256836,,13.8847,a9e60257-color_aug_1.png,0.0
472.156005859375,147.9720001220703,442.5409851074219,121.50399780273438,59.22999954223633,52.93600082397461,,141.9305,a9e60257-color_aug_1.png,0.0
381.2770080566406,71.01300048828125,358.8599853515625,45.25,44.832000732421875,51.525001525878906,,70.6609,a9e60257-color_aug_1.png,0.0
333.92999267578125,157.9290008544922,311.2590026855469,140.75100708007812,45.340999603271484,34.35599899291992,,345.3191,a9e60257-color_aug_2.png,0.0
383.6679992675781,127.47899627685547,361.8909912109375,111.70500183105469,43.553001403808594,31.54800033569336,,7.8191,a9e60257-color_aug_2.png,0.0
437.78399658203125,153.8509979248047,411.8070068359375,129.99099731445312,51.95399856567383,47.720001220703125,,134.5191,a9e60257-color_aug_2.png,0.0
357.822998046875,99.6780014038086,337.4169921875,76.69400024414062,40.8120002746582,45.96900177001953,,66.3191,a9e60257-color_aug_2.png,0.0
322.7640075683594,175.53700256347656,299.7929992675781,158.18699645996094,45.94200134277344,34.70100021362305,,332.8929,a9e60257-color_aug_3.png,0.0
360.9809875488281,142.02000427246094,339.072998046875,125.91999816894531,43.816001892089844,32.20000076293945,,355.3929,a9e60257-color_aug_3.png,0.0
415.0710144042969,154.48800659179688,387.84600830078125,131.35499572753906,54.44900131225586,46.26599884033203,,122.0929,a9e60257-color_aug_3.png,0.0
331.9519958496094,123.55899810791016,309.64898681640625,102.08399963378906,44.60599899291992,42.95000076293945,,53.8929,a9e60257-color_aug_3.png,0.0
312.3680114746094,163.62100219726562,286.7449951171875,144.29200744628906,51.24599838256836,38.65800094604492,,331.3789,a9e60257-color_aug_4.png,0.0
353.49798583984375,125.97100067138672,329.0799865722656,108.01599884033203,48.83599853515625,35.90999984741211,,353.8789,a9e60257-color_aug_4.png,0.0
413.74200439453125,138.2729949951172,383.26300048828125,112.61000061035156,60.95800018310547,51.32600021362305,,120.5789,a9e60257-color_aug_4.png,0.0
320.7669982910156,106.48400115966797,295.6889953613281,82.75499725341797,50.15800094604492,47.45800018310547,,52.3789,a9e60257-color_aug_4.png,0.0
297.5639953613281,179.4499969482422,274.5979919433594,162.08399963378906,45.930999755859375,34.733001708984375,,339.7692,a9e60257-color_aug_5.png,0.0
342.2120056152344,147.30599975585938,320.22601318359375,131.2760009765625,43.972999572753906,32.058998107910156,,2.2692,a9e60257-color_aug_5.png,0.0
396.6830139160156,166.98800659179688,369.9419860839844,143.34300231933594,53.48099899291992,47.29100036621094,,128.9692,a9e60257-color_aug_5.png,0.0
314.6919860839844,123.93800354003906,293.2539978027344,101.55799865722656,42.875999450683594,44.75899887084961,,60.7692,a9e60257-color_aug_5.png,0.0
303.8659973144531,170.0780029296875,278.2820129394531,150.9010009765625,51.16699981689453,38.35300064086914,,324.9892,e4c28046-color_aug_1.png,0.0
302.7900085449219,117.01699829101562,276.4939880371094,93.63200378417969,52.59199905395508,46.77000045776367,,45.6892,e4c28046-color_aug_1.png,0.0
372.4339904785156,87.87799835205078,347.4200134277344,70.16100311279297,50.02799987792969,35.435001373291016,,333.7892,e4c28046-color_aug_1.png,0.0
396.8590087890625,137.7790069580078,367.5639953613281,114.54000091552734,58.59000015258789,46.479000091552734,,113.1892,e4c28046-color_aug_1.png,0.0
371.1780090332031,110.02200317382812,348.0660095214844,92.11199951171875,46.2239990234375,35.819000244140625,,350.3035,e4c28046-color_aug_2.png,0.0
398.0589904785156,44.39400100708008,377.56500244140625,18.52199935913086,40.98699951171875,51.74599838256836,,70.5923,e4c28046-color_aug_2.png,0.0
481.6820068359375,42.63600158691406,458.1659851074219,27.222999572753906,47.03200149536133,30.825000762939453,,359.5615,e4c28046-color_aug_2.png,0.0
479.3599853515625,115.78600311279297,454.02899169921875,92.6760025024414,50.66299819946289,46.22100067138672,,136.8154,e4c28046-color_aug_2.png,0.0
366.947998046875,193.26100158691406,347.00299072265625,178.29100036621094,39.89099884033203,29.940000534057617,,351.8,e4c28046-color_aug_3.png,0.0
393.9280090332031,137.5850067138672,376.68499755859375,115.75299835205078,34.486000061035156,43.66600036621094,,72.5,e4c28046-color_aug_3.png,0.0
468.906005859375,137.41400146484375,448.4880065917969,124.58899688720703,40.834999084472656,25.649999618530273,,0.6,e4c28046-color_aug_3.png,0.0
463.5870056152344,199.91000366210938,441.88299560546875,180.52200317382812,43.40800094604492,38.7760009765625,,140.0,e4c28046-color_aug_3.png,0.0
315.9989929199219,190.552001953125,292.9150085449219,172.95899963378906,46.16699981689453,35.18600082397461,,321.8563,e4c28046-color_aug_4.png,0.0
313.41900634765625,144.82899475097656,289.1700134277344,123.63899993896484,48.49700164794922,42.380001068115234,,42.6151,e4c28046-color_aug_4.png,0.0
374.0580139160156,115.49099731445312,351.4989929199219,99.04900360107422,45.11800003051758,32.8849983215332,,330.2201,e4c28046-color_aug_4.png,0.0
396.625,157.19200134277344,370.10699462890625,136.06199645996094,53.0369987487793,42.2599983215332,,111.8435,e4c28046-color_aug_4.png,0.0
355.75,131.0500030517578,332.5,113.5999984741211,46.5,34.900001525878906,,351.8,e4c28046-color_aug_5.png,0.0
387.20001220703125,66.1500015258789,367.1000061035156,40.70000076293945,40.20000076293945,50.900001525878906,,72.5,e4c28046-color_aug_5.png,0.0
474.6000061035156,65.94999694824219,450.79998779296875,51.0,47.599998474121094,29.899999618530273,,0.6,e4c28046-color_aug_5.png,0.0
468.3999938964844,138.8000030517578,443.1000061035156,116.19999694824219,50.599998474121094,45.20000076293945,,140.0,e4c28046-color_aug_5.png,0.0
373.1239929199219,152.93899536132812,346.1610107421875,130.3070068359375,53.92599868774414,45.263999938964844,,330.4422,ec2eb8df-color_aug_1.png,0.0
402.3210144042969,87.88300323486328,376.1830139160156,60.70199966430664,52.2760009765625,54.361000061035156,,52.6364,ec2eb8df-color_aug_1.png,0.0
487.3210144042969,91.60399627685547,463.5459899902344,75.11299896240234,47.55099868774414,32.97999954223633,,352.6393,ec2eb8df-color_aug_1.png,0.0
485.0140075683594,157.3159942626953,458.010009765625,130.37100219726562,54.00699996948242,53.88999938964844,,47.4067,ec2eb8df-color_aug_1.png,0.0
371.54998779296875,189.02699279785156,344.0419921875,167.68499755859375,55.016998291015625,42.683998107910156,,0.4765,ec2eb8df-color_aug_2.png,0.0
419.7250061035156,161.83799743652344,391.19500732421875,138.1959991455078,57.058998107910156,47.284000396728516,,82.5765,ec2eb8df-color_aug_2.png,0.0
479.1319885253906,191.697998046875,456.2120056152344,174.89500427246094,45.84000015258789,33.606998443603516,,21.9765,ec2eb8df-color_aug_2.png,0.0
450.010009765625,227.9429931640625,421.0639953613281,204.23699951171875,57.89099884033203,47.4109992980957,,77.1765,ec2eb8df-color_aug_2.png,0.0
387.989013671875,205.37399291992188,360.5899963378906,183.94400024414062,54.79800033569336,42.86000061035156,,357.592,ec2eb8df-color_aug_3.png,0.0
434.77899169921875,175.50599670410156,406.5360107421875,151.61500549316406,56.48400115966797,47.78200149536133,,79.692,ec2eb8df-color_aug_3.png,0.0
496.4219970703125,203.58599853515625,473.4809875488281,186.81199645996094,45.882999420166016,33.54899978637695,,19.092,ec2eb8df-color_aug_3.png,0.0
469.3699951171875,241.927001953125,440.6839904785156,217.9980010986328,57.37300109863281,47.858001708984375,,74.292,ec2eb8df-color_aug_3.png,0.0
374.7460021972656,164.5240020751953,348.114990234375,142.2270050048828,53.26100158691406,44.59400177001953,,334.4423,ec2eb8df-color_aug_4.png,0.0
409.0220031738281,104.8219985961914,383.2040100097656,78.2760009765625,51.63600158691406,53.09199905395508,,56.5423,ec2eb8df-color_aug_4.png,0.0
492.1449890136719,112.8219985961914,468.7879943847656,96.46499633789062,46.715999603271484,32.71500015258789,,355.9423,ec2eb8df-color_aug_4.png,0.0
484.1919860839844,174.41900634765625,457.6619873046875,148.12399291992188,53.060001373291016,52.590999603271484,,51.1423,ec2eb8df-color_aug_4.png,0.0
398.6099853515625,159.2239990234375,365.3009948730469,132.81700134277344,66.61799621582031,52.8129997253418,,330.9345,ec2eb8df-color_aug_5.png,0.0
431.3869934082031,82.7229995727539,399.0190124511719,50.53300094604492,64.73400115966797,64.37999725341797,,51.5588,ec2eb8df-color_aug_5.png,0.0
532.5659790039062,88.80899810791016,504.29998779296875,69.57099914550781,56.534000396728516,38.474998474121094,,353.5223,ec2eb8df-color_aug_5.png,0.0
531.2830200195312,165.18299865722656,499.2090148925781,134.2270050048828,64.14900207519531,61.9109992980957,,46.6832,ec2eb8df-color_aug_5.png,0.0
422.739013671875,117.62999725341797,402.24798583984375,102.87899780273438,40.98400115966797,29.500999450683594,,183.9104,ab3cd640-color_aug_1.png,0.0
392.44500732421875,175.5959930419922,375.61700439453125,153.875,33.654998779296875,43.44200134277344,,284.0468,ab3cd640-color_aug_1.png,0.0
486.4360046386719,181.8179931640625,463.0220031738281,160.0290069580078,46.82699966430664,43.57899856567383,,142.7905,ab3cd640-color_aug_1.png,0.0
492.24700927734375,122.05999755859375,477.58599853515625,101.5250015258789,29.320999145507812,41.069000244140625,,274.7664,ab3cd640-color_aug_1.png,0.0
380.3399963378906,106.44100189208984,360.4389953613281,92.57599639892578,39.803001403808594,27.731000900268555,,182.4413,ab3cd640-color_aug_2.png,0.0
353.0719909667969,163.5399932861328,337.2850036621094,142.33399963378906,31.572999954223633,42.4119987487793,,281.273,ab3cd640-color_aug_2.png,0.0
450.6050109863281,168.92100524902344,427.4729919433594,147.1540069580078,46.26599884033203,43.5359992980957,,142.2781,ab3cd640-color_aug_2.png,0.0
452.15301513671875,109.2229995727539,438.3039855957031,89.23500061035156,27.69700050354004,39.974998474121094,,270.6869,ab3cd640-color_aug_2.png,0.0
392.8999938964844,127.3499984741211,369.5,111.0999984741211,46.79999923706055,32.5,,182.4,ab3cd640-color_aug_3.png,0.0
361.1499938964844,194.1999969482422,342.70001220703125,169.5,36.900001525878906,49.400001525878906,,281.0,ab3cd640-color_aug_3.png,0.0
475.70001220703125,200.10000610351562,448.70001220703125,174.89999389648438,54.0,50.400001525878906,,142.3,ab3cd640-color_aug_3.png,0.0
477.3999938964844,130.5500030517578,461.20001220703125,107.19999694824219,32.400001525878906,46.70000076293945,,270.6,ab3cd640-color_aug_3.png,0.0
422.6319885253906,61.41600036621094,396.781005859375,43.4640007019043,51.702999114990234,35.904998779296875,,182.4,ab3cd640-color_aug_4.png,0.0
387.5559997558594,135.2689971923828,367.1730041503906,107.98100280761719,40.76599884033203,54.57500076293945,,281.0,ab3cd640-color_aug_4.png,0.0
514.1060180664062,141.78700256347656,484.2770080566406,113.9469985961914,59.65700149536133,55.68000030517578,,142.3,ab3cd640-color_aug_4.png,0.0
515.9840087890625,64.95099639892578,498.0870056152344,39.154998779296875,35.79399871826172,51.59199905395508,,270.6,ab3cd640-color_aug_4.png,0.0
438.8999938964844,67.3499984741211,415.5,51.099998474121094,46.79999923706055,32.5,,182.4,ab3cd640-color_aug_5.png,0.0
407.1499938964844,134.1999969482422,388.70001220703125,109.5,36.900001525878906,49.400001525878906,,281.0,ab3cd640-color_aug_5.png,0.0
521.7000122070312,140.10000610351562,494.70001220703125,114.9000015258789,54.0,50.400001525878906,,142.3,ab3cd640-color_aug_5.png,0.0
523.4000244140625,70.55000305175781,507.20001220703125,47.20000076293945,32.400001525878906,46.70000076293945,,270.6,ab3cd640-color_aug_5.png,0.0
390.29998779296875,126.8499984741211,367.70001220703125,111.9000015258789,45.20000076293945,29.899999618530273,,179.8,60412b25-color_aug_1.png,0.0
356.70001220703125,193.25,330.20001220703125,170.89999389648438,53.0,44.70000076293945,,195.6,60412b25-color_aug_1.png,0.0
417.0,162.0500030517578,394.3999938964844,147.10000610351562,45.20000076293945,29.899999618530273,,2.2,60412b25-color_aug_1.png,0.0
413.79998779296875,229.25,397.6000061035156,205.89999389648438,32.400001525878906,46.70000076293945,,279.1,60412b25-color_aug_1.png,0.0
472.8500061035156,200.10000610351562,446.29998779296875,173.8000030517578,53.099998474121094,52.599998474121094,,308.4,60412b25-color_aug_1.png,0.0
448.1499938964844,128.5500030517578,422.20001220703125,107.5999984741211,51.900001525878906,41.900001525878906,,16.9,60412b25-color_aug_1.png,0.0
382.114013671875,84.7760009765625,359.49700927734375,69.79900360107422,45.236000061035156,29.95400047302246,,179.7315,60412b25-color_aug_2.png,0.0
348.593994140625,151.21600341796875,322.0669860839844,128.83399963378906,53.053001403808594,44.76300048828125,,195.5315,60412b25-color_aug_2.png,0.0
408.8559875488281,119.94400024414062,386.239013671875,104.96700286865234,45.236000061035156,29.95400047302246,,2.1315,60412b25-color_aug_2.png,0.0
405.73699951171875,187.14700317382812,389.5090026855469,163.7779998779297,32.45600128173828,46.73899841308594,,279.0315,60412b25-color_aug_2.png,0.0
464.75201416015625,157.927001953125,438.1700134277344,131.59500122070312,53.16299819946289,52.66299819946289,,308.3315,60412b25-color_aug_2.png,0.0
439.96600341796875,86.40599822998047,413.9909973144531,65.42500305175781,51.95000076293945,41.96200180053711,,16.8315,60412b25-color_aug_2.png,0.0
415.29998779296875,114.8499984741211,392.70001220703125,99.9000015258789,45.20000076293945,29.899999618530273,,179.8,60412b25-color_aug_3.png,0.0
381.70001220703125,181.25,355.20001220703125,158.89999389648438,53.0,44.70000076293945,,195.6,60412b25-color_aug_3.png,0.0
442.0,150.0500030517578,419.3999938964844,135.10000610351562,45.20000076293945,29.899999618530273,,2.2,60412b25-color_aug_3.png,0.0
438.79998779296875,217.25,422.6000061035156,193.89999389648438,32.400001525878906,46.70000076293945,,279.1,60412b25-color_aug_3.png,0.0
497.8500061035156,188.10000610351562,471.29998779296875,161.8000030517578,53.099998474121094,52.599998474121094,,308.4,60412b25-color_aug_3.png,0.0
473.1499938964844,116.55000305175781,447.20001220703125,95.5999984741211,51.900001525878906,41.900001525878906,,16.9,60412b25-color_aug_3.png,0.0
381.0610046386719,85.58499908447266,355.0719909667969,67.7229995727539,51.97700119018555,35.7239990234375,,170.1385,60412b25-color_aug_4.png,0.0
358.0169982910156,154.11599731445312,326.69500732421875,128.59100341796875,62.643001556396484,51.04999923706055,,185.9385,60412b25-color_aug_4.png,0.0
414.8500061035156,114.71399688720703,388.8609924316406,96.85199737548828,51.97700119018555,35.7239990234375,,352.5385,60412b25-color_aug_4.png,0.0
